Clave,Descripción,Principio Activo,Laboratorio,IVA,SKU,PRECIO,Categoria
RA-172,TOLORAN TAB. SUBLINGUAL 30 MG. CAJA C/4,KETOROLACO TROMETAMINA,RAYERE,N,7502003387636,$35.50,Analgésicos / AINEs
RA-176,APERTUM OX TAB. 120 MG. CAJA C/10,FEXOFENADINA,RAYERE,N,7502003380224,$84.11,
RA-178,SERTRALINA TAB. 50 MG. CAJA C/14,SERTRALINA,RAYERE,N,7502003389814,$98.78,
RA-179,APERTUM OX TAB. 180 MG. CAJA C/10,FEXOFENADINA,RAYERE,N,7502003380231,$108.08,
RA-180,MEMANTINA TAB. 10 MG. CAJA C/14,MEMANTINA,RAYERE,N,7502003389975,$95.42,
RA-181,MEMANTINA TAB. 20 MG. CAJA C/14,MEMANTINA,RAYERE,N,7502003389982,$146.27,
RA-39,VOMISIN TAB. 50 MG. CAJA C/20,DIMENHIDRINATO,RAYERE,N,7502003388107,$47.15,Antieméticos
RA-40,VOMISIN SOL. GTS. CAJA C/FCO. C/15 ML.,DIMENHIDRINATO,RAYERE,N,7502003388077,$52.64,Antieméticos
RA-40,VOMISIN SOL. GTS. CAJA C/FCO. C/15 ML.,DIMENHIDRINATO,RAYERE,N,7502003388077,$52.64,Antieméticos
RA-40,VOMISIN SOL. GTS. CAJA C/FCO. C/15 ML.,DIMENHIDRINATO,RAYERE,N,7502003388077,$52.64,Antieméticos
RA-42,YADEGAL COMPUESTO JBE. CAJA C/FCO. C/120 ML.,DEXTROMETORFANO-CLORFENAMINA-GUAIFENESINA,RAYERE,N,7502003388510,$55.22,Combinados
RA-44,ACETAFEN TAB. 500 MG. CAJA C/12,PARACETAMOL,RAYERE,N,7502003380033,$23.86,Analgésicos
RA-44,ACETAFEN TAB. 500 MG. CAJA C/12,PARACETAMOL,RAYERE,N,7502003380033,$23.86,Analgésicos
RA-53,YADEGAL SOL. GOTAS PEDIATRICAS CAJA C/FCO. C/30 ML.,DEXTROMETORFANO-GUAIFENESINA,RAYERE,N,7502003388527,$41.55,Combinados
RA-87,DOLFLAM RETARD TAB. L.P. 100 MG. CAJA C/20,DICLOFENACO SODICO,RAYERE,N,7502003381573,$47.26,Analgésicos / AINEs
RA-94,ZIVERONE COMPR. 200 MG. CAJA C/25,ACICLOVIR,RAYERE,N,7502003388060,$86.58,Antivirales
RA-97,ZIVERONE SUSP. 200 MG. CAJA C/FCO. C/120 ML.,ACICLOVIR,RAYERE,N,7502003388053,$94.30,Antivirales
RA-97,ZIVERONE SUSP. 200 MG. CAJA C/FCO. C/120 ML.,ACICLOVIR,RAYERE,N,7502003388053,$94.30,Antivirales
RA-98,ACETAFEN TAB. 750 MG. CAJA C/12,PARACETAMOL,RAYERE,N,7502003380149,$35.50,Analgésicos
RA-99,DOLFLAM GEL CAJA C/TUBO C/60 G.,DICLOFENACO SODICO,RAYERE,N,7502003381559,$46.70,Analgésicos / AINEs
RA-99,DOLFLAM GEL CAJA C/TUBO C/60 G.,DICLOFENACO SODICO,RAYERE,N,7502003381559,$46.70,Analgésicos / AINEs
RAAM-01,ALEMAP TAB. 1 GR. CAJA  C/30 (LEVETIRACETAM),LEVETIRACETAM,RAAM,N,7502227876435,$176.96,
RAAM-01,ALEMAP TAB. 1 GR. CAJA  C/30 (LEVETIRACETAM),LEVETIRACETAM,RAAM,N,7502227876435,$176.96,
RAAM-02,ALOMOON TAB. 1G. CAJA  C/40 (SUCRALFATO),SUCRALFATO,RAAM,N,7502227877098,$57.01,
RAAM-03,ALREX TAB. 100 MG. CAJA C/60 (QUETIAPINA),QUETIAPINA,RAAM,N,7502227875872,$145.15,
RAAM-04,AMEZTRAM CAP. 100 MG. CAJA C/10 (FLUCONAZOL),FLUCONAZOL,RAAM,N,7502227874424,$23.52,Antifúngicos
RAAM-05,AMEZTRAM CAPS. 150 MG. C/1 (FLUCONAZOL),FLUCONAZOL,RAAM,N,7502227875575,$17.36,Antifúngicos
RAAM-05,AMEZTRAM CAPS. 150 MG. C/1 (FLUCONAZOL),FLUCONAZOL,RAAM,N,7502227875575,$17.36,Antifúngicos
RAAM-06,AMROL TAB. 1 MG. CAJA C/25 (CINITAPRIDA),CINITAPRIDA,RAAM,N,7502227875520,$18.82,
RAAM-07,ANIUP CAPS. 20 MG. C/14 (FLUOXETINA),FLUOXETINA,RAAM,N,7502227871508,$13.55,
RAAM-08,ANIUP CAPS. 20 MG. CAJA C/28 (FLUOXETINA),FLUOXETINA,RAAM,N,7502227871515,$31.81,
RAAM-09,ARRAMPLOR TABS. 300 MG. CAJA C/20 (ALOPURINOL),ALOPURINOL,RAAM,N,7502227871317,$28.78,
RAAM-09,ARRAMPLOR TABS. 300 MG. CAJA C/20 (ALOPURINOL),ALOPURINOL,RAAM,N,7502227871317,$28.78,
RAAM-10,AVALRAAM COMP. 80 MG. CAJA C/30 (VALSARTAN),VALSARTAN,RAAM,N,7502227875452,$54.66,
RAAM-100,VYLKOR TAB. 8 MG C/10 (ONDANSETRON),ONDANSETRON,LABORATORIOS RAAM,N,7502227870716,$61.15,
RAAM-101,XYLAM TAB. 10 MG C/30 (HIDROXIZINA),HIDROXIZINA,LABORATORIOS RAAM,N,7502227875964,$28.56,
RAAM-102,XYSVOL TAB. 5 MG C/10 (FELODIPINO),FELODIPINO,LABORATORIOS RAAM,N,7502227871423,$24.98,
RAAM-103,ZOITOL TAB. 1 MG C/28 (ANASTROZOL),ANASTROZOL,LABORATORIOS RAAM,N,7506313800403,$172.48,
RAAM-11,BRAINZOL TABS. 2.5 MG. CAJA  C/2 (ZOLMITRIPTANO),ZOLMITRIPTANO,RAAM,N,7506313800199,$30.80,
RAAM-12,BRAIX TABS. 10 MG. CAJA C/28 (DONEPEZILO),DONEPEZILO,RAAM,N,7502227876213,$335.33,
RAAM-13,BRECAST SOL. 300 MG./ 100 ML. FCO. C/120 ML. (AMBROXOL),CLORHIDRATO DE AMBROXOL,RAAM,N,7502227876886,$12.54,Expectorantes / Mucolíticos
RAAM-14,BREFLUMAR TAB. 5 MG. CAJA C/20 (FLUNARIZINA),FLUNARIZINA,RAAM,N,7502227876428,$32.03,
RAAM-15,BRUNRAAM TABS. 20 MG. CAJA C/14 (OMEPRAZOL),,,N,7502227879993,$9.97,
RAAM-16,BRUNRAAM TABS. 20 MG. CAJA C/28 (OMEPRAZOL),,RAAM,N,7506313800014,$20.05,
RAAM-17,"CALEBRAM TAB SUBLINGUAL. 10/25 MG. CAJA C/10 (TRAMADO, KETOROLACO)","TRAMADOL, KETOROLACO",RAAM,N,7506313800236,$46.14,Analgésicos / AINEs
RAAM-18,"CALEBRAM TAB SUBLIGUAL. 10/25 MG. CAJA C/4 (TRAMADOL,KETOROLACO)","TRAMADOL, KETOROLACO",RAAM,N,7506313800229,$20.50,Analgésicos / AINEs
RAAM-19,CARBOPRIL CAP. 30 MG. CAJA C/7 (DULOXETINA),DULOXETINA,RAAM,N,7502227879948,$39.31,
RAAM-20,CARBOPRIL CAP. 60 MG. CAJA C/14 (DULOXETINA),DULOXETINA,RAAM,N,7502227879924,$78.40,
RAAM-21,CONYSMIN TAB. 10 MG. CAJA C/20 (METOCLOPRAMIDA),METOCLOPRAMIDA,RAAM,N,7502227871676,$8.62,Antieméticos
RAAM-22,CRAZTRONIN TABS. 500 MG. CAJA C/3 (AZITROMICINA),AZITROMICINA,RAAM,N,7502227871348,$27.55,Antibióticos
RAAM-23,CRAZTRONIN TAB. 500 MG. CAJA C/4 (AZITROMICINA),AZITROMICINA,RAAM,N,7502227871355,$33.82,Antibióticos
RAAM-24,CRESCRIN TAB. 400 MG. CAJA C/7 (MOXIFLOXACINO),MOXIFLOXACINO,RAAM,N,7502227877722,$126.22,
RAAM-25,CYSLEV TAB. 75 MG. CAJA C/60 (CINARIZINA),CINARIZINA,RAAM,N,7502227871409,$33.82,
RAAM-26,DANPRINON CAP. 10 MG. CAJA C/14 (ATOMOXETINA),ATOMOXETINA,RAAM,N,7502227879832,$89.26,
RAAM-27,DAVLENN TAB. 200 MG./150 MG. CAJA C/2 (ALBENDAZOL/QUINFAMIDA),ALBENDAZOL/QUINFAMIDA,RAAM,N,7506313800205,$25.98,Antiparasitarios
RAAM-28,DELADEX COMP. 100 MG. CAJA C/3 (LEFLUNOMIDA),LEFLUNOMIDA,RAAM,N,7502227876459,$448.11,
RAAM-29,DESLOCROM TAB. 20 MG. CAJA C/10 (ATORVASTATINA),ATORVASTATINA,RAAM,N,7502227877661,$19.15,Hipolipemiantes
RAAM-30,DESLOTRIM TABS. 100 MG. CAJA C/20 (FENAZOPIRIDINA),FENAZOPIRIDINA,RAAM,N,7502227876572,$26.21,
RAAM-31,DESROTAN TAB. 180 MG C/10 (FEXOFENADINA),FEXOFENADINA,LABORATORIO RAAM,N,7502227875568,$49.06,
RAAM-32,DEXMITRON TAB. 50 MG C/50 (AZATIOPRINA),AZATIOPRINA,LABORATORIOS RAAM,N,7502227876367,$536.37,
RAAM-33,DONSICOL TAB. 20 MG C/30 (PREDNISONA),PREDNISONA,LABORATORIOS RAAM,N,7502227876138,$48.83,Corticoesteroides
RAAM-34,DONSICOL TAB. 50 MG C/20 (PREDNISONA),PREDNISONA,LABORATORIOS RAAM,N,7502227876145,$42.00,Corticoesteroides
RAAM-35,DONSICOL TAB. 5 MG C/20 (PREDNISONA),PREDNISONA,LABORATORIOS RAAM,N,7502227876107,$15.68,Corticoesteroides
RAAM-36,DORIRAAM TAB. 600 MG C/20 (OXCARBAZEPINA),OXCARBAZEPINA,LABORATORIOS RAAM,N,7506313800380,$154.00,
RAAM-36,DORIRAAM TAB. 600 MG C/20 (OXCARBAZEPINA),OXCARBAZEPINA,LABORATORIOS RAAM,N,7506313800380,$154.00,
RAAM-37,DUETFLEXENOL TAB. 275/300 MG C/12 (NAPROXENO/PARACETAMOL),"NAPROXENO, PARACETAMOL",LABORATORIOS RAAM,N,7502227879603,$25.09,Analgésicos / AINEs
RAAM-38,DUET FLEXENOL NF TAB. 275/300 MG C/16 (NAPROXENO PARACETAMOL),"NAPROXENO, PARACETAMOL",LABORATORIOS RAAM,N,7502227879610,$35.28,Analgésicos / AINEs
RAAM-39,DUET FLEXENOL NF TAB. 275/300 MG C/20 (NAPROXENO/PARACETAMOL),NAPROXENO/PARACETAMOL,LABORATORIOS RAAM,N,7502227879627,$42.67,Analgésicos / AINEs
RAAM-40,EFLECON TAB. 10 MG C/14 (OLANZAPINA),OLANZAPINA,LABORATORIOS RAAM,N,7502227876473,$23.41,
RAAM-41,EFLECON TAB. 10 MG C/28 (OLANZAPINA),OLAZAPINA,LABORATORIOS RAAM,N,7502227876497,$51.63,
RAAM-42,EMICROX CAP. 100 MG C/50 (CICLOSPORINA),CICLOSPORINA,LABORATORIOS RAAM,N,7502227875636,$744.24,
RAAM-43,EMICROX CAP. 25 MG C/50 (CICLOSPORINA),CICLOSPORINA,LABORATORIOS RAAM,N,7502227875629,$662.14,
RAAM-44,EMICROX EMULSION FCO. 100 MG/ ML C/50ML (CICLOSPORINA),CICLOSPORINA,LABORATORIOS RAAM,N,7502227874400,"$1,491.06",
RAAM-45,EMPERCROZ TAB. 0.5 MG. C/2 (CARBEGOLINA),CABERGOLINA,LABORATORIOS RAAM,N,7502227873793,$91.06,
RAAM-46,EMPROXEC TAB. 20 MG C/10 (EPINASTINA),EPINISTINA,LABORATORIOS RAAM,N,7502227874264,$26.88,
RAAM-47,ENDULGEN SOL. 100 MG/ ML C/10ML (TRAMADOL),TRAMADOL,LABORATORIOS RAAM,N,7502227879801,$32.37,Analgésicos opioides
RAAM-48,ESLINMOR SOL. 4 MG C/20 ML. (METOCLOPRAMIDA),METOCLOPRAMIDA,LABORATORIOS RAAM,N,7502227877951,$12.77,Antieméticos
RAAM-49,ESPEFLUN COMP. 500 MG C/50 (MICOFENOLATO DE MOFETILO),MICOFENOLATO DE MOFETILO,LABORATORIOS RAAM,N,7502227874387,$579.04,
RAAM-50,FEDPROS CAP. LP. 0.4 MG C/20 (TAMSULOSINA),TAMSULOSINA,LABORATORIOS RAAM,N,7502227872192,$51.52,
RAAM-51,FEDSINA CAP. 75 MG C/28 (CLOPIDOGREL),CLOPIDOGREL,LABORATORIOS RAAM,N,7506313800090,$44.69,Antiagregantes
RAAM-52,FERMIG TAB. 50 MG C/2 (SUMATRIPTAN),SUMATRIPTAN,LABORATORIOS RAAM,N,7502227871065,$53.09,
RAAM-53,FESTERIDE TAB. 50 MG C/28 (BICALUTAMIDA),BICALUTAMIDA,LABORATORIOS RAAM,N,7502227873823,$243.82,
RAAM-54,FOSHLENN CAP. 300 MG C/16 (CLINDAMICINA),CLINDAMICINA,LABORATORIOS RAAM,N,7502227870228,$38.86,Antibióticos
RAAM-55,FREWER TAB. 6 MG C/20 (DEFLAZACORT),DEFLAZACORT,LABORATORIOS RAAM,N,7502227875483,$49.06,
RAAM-56,FROSDEM CAP. C/24 (PARACETAMOL/AMANTADINA/CLORFENAMINA),PARACETAMOL/AMANTADINA/CLORFENAMINA,LABORATORIOS RAAM,N,7502227875544,$25.20,Analgésicos
RAAM-56,FROSDEM CAP. C/24 (PARACETAMOL/AMANTADINA/CLORFENAMINA),PARACETAMOL/AMANTADINA/CLORFENAMINA,LABORATORIOS RAAM,N,7502227875544,$25.20,Analgésicos
RAAM-57,ISRAIMEL SOL. C/60 ML (LORATADINA),LORATADINA,LABORATORIOS RAAM,N,7502227877777,$18.26,Antihistamínicos
RAAM-58,JESRAAM SOL. C/120 ML (DEXTROMETORFANO),DEXTROMETORFANO,LABORATORIOS RAAM,N,7502227877708,$27.33,Antitusígenos
RAAM-59,JULAB TAB. 400/100 MG C/16 (NORFLOXACINO/FENAZOPIRIDINA),NORFLOXACINO/FENAZOPIRIDINA,LABORATORIOS RAAM,N,7502227879566,$161.73,
RAAM-60,JULAB TAB. 400/100 C/8 (NORFLOXACINO/FENAZOPIRIDINA),NORFLOXACINO/FENAZOPIRIDINA,LABORATORIOS RAAM,N,7502227879559,$92.40,
RAAM-61,KATSORAAM TAB. 10 MG C/10 (MONTELIKAST),MONTELUKAST,LABORATORIOS RAAM,N,7502227873991,$19.82,
RAAM-62,KATSORAAM TAB. 10 MG C/30 (MONTELUKAST),MONTELUKAST,LABORATORIOS RAAM,N,7502227875957,$61.38,
RAAM-63,LORAXTAN SOL. C/300 ML. (LEVETIRACETAM),LEVETIRACETAM,LABORATORIOS RAAM,N,7502227877968,$306.43,
RAAM-64,MARBREN TAB. 100 MG C/15 (ITRACONAZOL),ITRACONAZOL,LABORATORIOS RAAM,N,7502227878057,$47.60,
RAAM-65,MINRAAM TAB. 500 MG C/30 (METFORMINA),METFORMINA,LABORATORIOS RAAM,N,7502227871652,$29.12,Diabetes
RAAM-66,MINRAAM TAB. 850 MG C/30 (METFORMINA),METFORMINA,LABORATORIOS RAAM,N,7502227871713,$19.15,Diabetes
RAAM-67,NAGUSRAAM TAB. 300/150 MG C/2 (MEBENDAZOL/QUINFAMIDA),MEBENDAZOL/QUINFAMIDA,LABORATORIOS RAAM,N,7506313800212,$23.07,Antiparasitarios
RAAM-68,NANDRESTO TAB. 10 MG C/28 (ESCITALOPRAM),ESCITALOPRAM,LABORATORIOS RAAM,N,7502227874295,$36.96,
RAAM-69,OFELICON CAP. 15/215 MG C/10 (MELOXICAM/METOCARBAMOL),MELOXICAM/METOCARBAMOL,LABORATORIOS RAAM,N,7502227876848,$28.00,
RAAM-70,OLAVAC TAB. 10 MG C/30 (ENALAPRIL),ENALAPRIL,LABORATORIOS RAAM,N,7502227872246,$9.18,Antihipertensivos
RAAM-70,OLAVAC TAB. 10 MG C/30 (ENALAPRIL),ENALAPRIL,LABORATORIOS RAAM,N,7502227872246,$9.18,Antihipertensivos
RAAM-71,OMISIP TAB. 20 MG C/14 (CITALOPRAM),CITALOPRAM,LABORATORIOS RAAM,N,7502227876398,$36.96,
RAAM-72,ONTRACEL TAB. 20 MG C/10 (PAROXETINA),PAROXETINA,LABORATORIOS RAAM,N,7502227872628,$19.15,
RAAM-73,ONTRONON TAB. MAST. 5 MG. CAJA C/30 (MONTELUKAST),MONTELUKAST,RAAM,N,7502227875513,$47.60,
RAAM-74,ORDEGAN CAP. 10/25 MG. CAJA C/10 (KETOROLAKO /TRAMADOL),KETOROLACO/TRAMADOL,RAAM,N,7502227874202,$31.92,Analgésicos / AINEs
RAAM-75,ORDEGAN CAPS. 10/25 MG. CAJA C/30 (TRAMADOL/KETOROLACO),"TRAMADOL, KETOROLACO",RAAM,N,7502227874219,$104.50,Analgésicos / AINEs
RAAM-76,PICHICREAM TABS. 20 MG. CAJA C/2 (CLOTRIMAZOL),,RAAM,N,7502227878415,$33.49,
RAAM-77,PRASRAAM TABS. 100 MG. CAJA C/28 (ACIDO ACETILSALICILICO),ACIDO ACETILSALICILICO,RAAM,N,7502227876022,$35.28,Analgésicos / AINEs
RAAM-78,PRESLOPIN TAB. 5.0 MG. CAJA C/30 (AMLODIPINO),AMLODIPINO,RAAM,N,7502227872697,$10.98,Antihipertensivos
RAAM-78,PRESLOPIN TAB. 5.0 MG. CAJA C/30 (AMLODIPINO),AMLODIPINO,RAAM,N,7502227872697,$10.98,Antihipertensivos
RAAM-79,RAAMCEDO TABS. 100 MG. CAJA C/10 (ACECLOFENACO),ACECLOFENACO,RAAM,N,7502227874417,$51.52,
RAAM-80,RAAMCINET TAB. 10 MG. CAJA C/10 (CETIRIZINA),CETIRIZINA,RAAM,N,7502227872123,$18.48,Antihistamínicos
RAAM-81,RAAMFEN TAB. 25 MG. CAJA C/30 (DIFENIDOL),DIFENIDOL,RAAM,N,7502227871416,$16.58,
RAAM-82,RAAMFLUN CMA. 2 G./100 G. CAJA C/40 (KETOCONAZOL),KETOCONAZOL,RAAM,N,7502227877791,$30.58,Antifúngicos
RAAM-83,RAAMTOL TAB. 100 MG. CAJA C/30 (CILOSTAZOL),CILOSTAZOL,RAAM,N,7502227876411,$188.16,
RAAM-84,RAAMVIX TAB. 600 MG. CAJA C/30 (EFAVIRENZ),EFAVIRENZ,RAAM,N,7502227877739,$190.62,
RAAM-85,RALODIM CAP. LP. 75 MG. CAJA C/10 (VENLAFAXINA),VENLAFAXINA,RAAM,N,7502227876824,$46.03,
RAAM-86,RASLACOF-X CAP. 90 MG. CAJA C/14 (ACEMETACINA),ACEMETACINA,RAAM,N,7502227875780,$63.84,
RAAM-86,RASLACOF-X CAP. 90 MG. CAJA C/14 (ACEMETACINA),ACEMETACINA,RAAM,N,7502227875780,$63.84,
RAAM-87,REOSVEC TABS. 35  MG. CAJA C/4 (ACIDO RISENDRONICO),ACIDO RISENDRONICO,RAAM,N,7502227871904,$59.92,
RAAM-88,RIXIVOC TAB 400 MG C/8 (OFLOXACINO),OFLOXACINO,RAAM,N,7502227872017,$33.26,
RAAM-89,ROLMON TABS. 100 MG. CAJA C/14 (BROMURO DE PINAVERIO),BROMURO DE PINAVERIO,RAAM,N,7502227876039,$19.26,
RAAM-90,ROMINSOL TABS. 325/37.5 MG. CAJA C/20 (PARACETAMOL/TRAMADOL),"PARACETAMOL, TRAMADOL",RAAM,N,7502227876015,$42.90,Analgésicos
RAAM-91,ROXIDOLIN CAP. 100 MG C/10 (DOXICICLINA),DOXICICLINA,LABORATORIOS RAAM,N,7502227870259,$27.66,Antibióticos
RAAM-92,SABTRES TAB. 25 MG C/30 (CAPTOPRIL),CAPTOPRIL,LABORATORIOS RAAM,N,7502227870150,$9.63,Antihipertensivos
RAAM-93,SINAX GEL 1G/100G CAJA C/TUBO C/30G (CLINDAMICINA),CLINDAMICINA,LABORATORIOS RAAM,N,7506313800427,$30.80,Antibióticos
RAAM-93,SINAX GEL 1G/100G CAJA C/TUBO C/30G (CLINDAMICINA),CLINDAMICINA,LABORATORIOS RAAM,N,7506313800427,$30.80,Antibióticos
RAAM-94,TERVUTAN CAP. 500 MG C/16 (OXITETRACICLINA),OXITETRACICLINA,LABORATORIOS RAAM,N,7502227879597,$76.94,
RAAM-95,TROMDEX TAB. 10 MG C/30 (EZETIMIBA),EZETIMIBA,LABORATORIOS RAAM,N,7502227875377,$95.09,
RAAM-96,VASDECOM CAP. 120 MG C/21 (ORLISTAT),ORLISTAT,LABORATORIOS RAAM,N,7502227871942,$106.29,
RAAM-97,VENESDEN TAB. 5 MG C/16 (RAMIPRIL),RAMIPRIL,LABORATORIOS RAAM,N,7502227871805,$53.09,
RAAM-98,VOYDOL TAB. 10 MG C/10 (KETOROLACO),KETOROLACO,LABORATORIOS RAAM,N,7502227870532,$7.06,Analgésicos / AINEs
RAAM-99,VOYDOL-S TAB. SUBLINGUAL 30 MG C/4 (KETOROLACO),KETOROLACO,LABORATORIOS RAAM,N,7502227876817,$9.74,Analgésicos / AINEs
RAPRIMU-01,PRESTOFLAM LD TAB. 250/50 MG. CAJA C/14,CLONIXINATO DE LISINA-DICLOFENACO SODICO,RAYERE,N,7502003386202,$384.61,Combinados
RAPRIMU-02,PRESTOFLAM LD INY. 125/25 MG. CAJA C/4 AMP. C/3 ML.,CLONIXINATO DE LISINA-DICLOFENACO SODICO,RAYERE,N,7502003386196,$253.12,Combinados
RAPRIMU-03,VALGION CLT TAB. 125 MG./25 MG. CAJA C/14,CLONIXINATO DE LISINA-TRAMADOL,RAYERE,N,7502003387995,$480.14,Combinados
RAPRIMU-04,VALGION CLT INY. 62.5/12.5 MG. CAJA C/3 AMP. C/3 ML.,CLONIXINATO DE LISINA-TRAMADOL,RAYERE,N,7502003387988,$285.82,Combinados
RAPRIMU-05,PERDUQUAN TAB. 20 MG. C/14 (CLORHIDRATO DE MEMANTINA),MEMANTINA,RAYERE,N,7502003385977,$636.50,
RAPRIMU-06,PERDUQUAN TAB. 20 MG. C/28 (CLORHIDRATO DE MEMANTINA),MEMANTINA,RAYERE,N,7502003385984,"$1,078.11",
RD-01,CLOPIDOGREL TAB. 75 MG. CAJA C/28,CLOPIDOGREL,RANDALL,N,7501563381139,$49.50,Antiagregantes
RD-02,AMBROXOL SOL. 300 MG. FCO. C/120 ML.,AMBROXOL,RANDALL,N,7501563380071,$13.55,Expectorantes / Mucolíticos
RD-04,PARACETAMOL TAB. 750 MG. CAJA FCO. C/20 (ANALPHEN),PARACETAMOL,RANDALL,N,7501711616021,$16.91,Analgésicos
RD-04,PARACETAMOL TAB. 750 MG. CAJA FCO. C/20 (ANALPHEN),PARACETAMOL,RANDALL,N,7501711616021,$16.91,Analgésicos
RD-09,ALOPURINOL TAB. 300 MG. CAJA C/20,ALOPURINOL,RANDALL,N,7501563380231,$31.92,
RD-09,ALOPURINOL TAB. 300 MG. CAJA C/20,ALOPURINOL,RANDALL,N,7501563380231,$31.92,
RD-10,BEZAFIBRATO TAB. 200 MG. CAJA C/30,BEZAFIBRATO,RANDALL,N,7501563380149,$31.92,
RD-11,CLORFENAMINA COMPUESTA TAB. CAJA C/10,PARACETAMOL-CAFEINA-FENILEFRINA-CLORFENAMINA,RANDALL,N,7501563380200,$11.42,Combinados
RD-25,COMPLEJO B TAB. CAJA C/30,COMPLEJO B,RANDALL,N,7501563380224,$21.28,Vitaminas y Suplementos
RD-26,DOXICICLINA CAP. 100 MG. CAJA C/10,DOXICICLINA,RANDALL,N,7501563380026,$28.90,Antibióticos
RD-27,ERITROMICINA TAB. 500 MG. CAJA C/20,ERITROMICINA,RANDALL,N,7501563380170,$59.81,
RD-27,ERITROMICINA TAB. 500 MG. CAJA C/20,ERITROMICINA,RANDALL,N,7501563380170,$59.81,
RD-28,FENAZOPIRIDINA TAB. 100 MG. CAJA C/20,FENAZOPIRIDINA,RANDALL,N,7501563380637,$25.76,
RD-28,FENAZOPIRIDINA TAB. 100 MG. CAJA C/20,FENAZOPIRIDINA,RANDALL,N,7501563380637,$25.76,
RD-29,FINASTERIDA TAB. 5 MG. CAJA C/30,FINASTERIDA,RANDALL,N,7501563380248,$54.66,
RD-30,FUMARATO FERROSO TAB. 200 MG. CAJA C/50,FUMARATO FERROSO,RANDALL,N,7501563380163,$16.69,
RD-30,FUMARATO FERROSO TAB. 200 MG. CAJA C/50,FUMARATO FERROSO,RANDALL,N,7501563380163,$16.69,
RD-31,FUROSEMIDA TAB. 40 MG. CAJA C/20,FUROSEMIDA,RANDALL,N,7501563380187,$10.98,Diuréticos
RD-32,INDOMETACINA CAP. 25 MG. CAJA C/30,INDOMETACINA,RANDALL,N,7501563380286,$24.64,
RD-33,METFORMINA TAB. 850 MG. FCO. C/30,METFORMINA,RANDALL,N,7501563380262,$19.71,Diabetes
RD-34,METOCLOPRAMIDA TAB. 10 MG. CAJA C/20,METOCLOPRAMIDA,RANDALL,N,7501563380156,$8.51,Antieméticos
RD-35,MICONAZOL CMA. 2% CAJA C/TUBO C/20 G.,MICONAZOL,RANDALL,N,7501563380293,$15.12,
RD-35,MICONAZOL CMA. 2% CAJA C/TUBO C/20 G.,MICONAZOL,RANDALL,N,7501563380293,$15.12,
RD-36,NITROFURANTOINA CAP. 100 MG CAJA C/40,NITROFURANTOINA,RANDALL,N,7501563380279,$63.84,
RD-37,SERTRALINA TAB. 50 MG CAJA C/14,SERTRALINA,RANDALL,N,7501563380255,$28.34,
RD-38,ESPIRONOLACTONA TAB. 25 MG. CAJA C/30,ESPIRONOLACTONA,RANDALL,N,7501563381160,$33.82,
RD-39,ISOSORBIDA TAB. 10 MG. CAJA C/20,ISOSORBIDA,RANDALL,N,7501563381146,$9.74,
RD-40,METRONIDAZOL TAB. VAGINALES 500 MG. CAJA C/10,METRONIDAZOL,RANDALL,N,7501563381153,$12.32,Antiparasitarios
RD-46,ENALAPRIL TAB. 10 MG. CAJA C/30,ENALAPRIL,RANDALL,N,7501563380217,$9.74,Antihipertensivos
RD-48,DIFENIDOL TABS. 25 MG. CAJA C/30,DIFENIDOL,RANDALL,N,7501563382815,$18.26,
RD-49,DIFENIHIDRAMINA JBE. 250 MG./ 100 ML. CAJA C/120 ML.,DIFENIHIDRAMIDA,RANDALL,N,7501563382778,$13.66,
RD-50,GLIBENCLAMIDA TAB. 5 MG. C/50,GLIBENCLAMIDA,RANDALL,N,7501563382013,$10.64,Diabetes
RD-51,METRONIDAZOL SUSP. 250 MG. C/120 ML.,METRONIDAZOL,RANDALL,N,7501563382037,$19.26,Antiparasitarios
RD-52,"NISTATINA SUSP. PVO. FCO. C/2,400,00 UI",NISTATINA,RANDALL,N,7501563382792,$40.99,Antifúngicos
RD-53,PARACETAMOL TAB. 750 MG CAJA FCO. C/10,PARACETAMOL,RANDALL,N,7501563382044,$8.06,Analgésicos
RD-54,SALES DE POTASIO TAB. CAJA C/50,SALES DE POTASIO,RANDALL,N,7501563382020,$145.94,
RD-57,SULFADIAZINA DE PLATA CMA. TARRO C/30 G,SULFADIAZINA DE PLATA,RANDALL,N,7501563382808,$31.92,
RD-58,SULINDACO TAB. 200 MG CAJA C/20,SULINDACO,RANDALL,N,7501563382785,$63.84,
RD-75,AMBROXOL TAB. 30 MG. CAJA C/20,AMBROXOL,RANDALL,N,7501563380323,$12.77,Expectorantes / Mucolíticos
RD-76,DEXTROMETORFANO JBE. 15 MG./5 FCO. C/120 ML.,DEXTROMETORFANO,RANDALL,N,7501563380408,$16.69,Antitusígenos
RD-77,KETOTIFENO SOL. 0.02 G. CAJA C/FCO. C/120 ML.,KETOTIFENO,RANDALL,N,7501563380385,$21.28,
RD-78,METRONIDAZOL TAB. 500 MG. CAJA C/30,METRONIDAZOL,RANDALL,N,7501563380316,$18.26,Antiparasitarios
RD-79,PIROXICAM TAB. 20 MG. CAJA C/20,PIROXICAM,RANDALL,N,7501563380354,$11.31,
RD-80,PROPAFENONA TAB. 150 MG. CAJA C/20,PROPAFENONA,RANDALL,N,7501563380088,$53.42,
